"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"6890",4281819,"AGROQUÍMICOS NUVAGRO","GRUPO LEGORRETA, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","6 a 10 personas","CALLE","LIBERTAD (CAMINO A MAHUIXTLÁN)",NA,"LECHO DEL RÍO","CALLE","CENTENARIO","AVENIDA","CARRETERA COATEPEC-XICO",2,NA,NA,NA,NA,NA,"FRACCIONAMIENTO","CENTENARIO",NA,NA,NA,91529,"30","VERACRUZ DE IGNACIO DE LA LLAVE","038","Coatepec","0001","Coatepec","0314","014","2288166208","GUADALUPE.TORRES@GRUPOLEGORRETA.COM.MX","WWW.NUVAGRO.COM","Fijo",19.45195703,-96.95264341,"DICIEMBRE 2014"
"6891",4246905,"AGROQUIMÍCOS PECAN",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","CONSTITUCIÓN","AVENIDA","CUAHUTEMOC","AVENIDA","ADOLFO LÓPEZ MATEOS","CALLE","15 DE SEPTIEMBRE",36,NA,NA,NA,NA,NA,"COLONIA","RIVERA",NA,NA,NA,92870,"30","VERACRUZ DE IGNACIO DE LA LLAVE","189","Tuxpan","0001","Túxpam de Rodríguez Cano","0658","023","7838344176","AGROQUIMICOSPECAN@HOTMAIL.COM",NA,"Fijo",20.95130407,-97.39703019,"DICIEMBRE 2014"
"6892",4378104,"AGROQUIMICOS PIEDRAS NEGRAS",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CARRETERA","CIRCUNVALACIÓN","CALLE","CIRCUNVALACIÓN","CALLE","NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","LA PICERA",NA,NA,NA,95360,"30","VERACRUZ DE IGNACIO DE LA LLAVE","207","Tres Valles","0025","Los Naranjos","0338","003","2888874196",NA,NA,"Fijo",18.35551909,-96.17235165,"JULIO 2010"
"6893",4261073,"AGROQUIMICOS PROVEEDORA AGRÍCOLA TLAPACOYAN",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CARRETERA","MARTÍNEZ-TLAPACOYAN","CALLE","EMILIANO ZAPATA","CALLE","FRANCISCO I. MADERO","CALLE","JOSÉ MARÍA MORELOS Y PAVÓN",0,"SN",NA,NA,NA,NA,"EJIDO","LA PALMILLA",NA,NA,NA,93653,"30","VERACRUZ DE IGNACIO DE LA LLAVE","183","Tlapacoyan","0023","La Palmilla","032A","021",NA,NA,NA,"Fijo",20.02322987,-97.14644918,"DICIEMBRE 2014"
"6894",4373497,"AGROQUIMICOS RIVERA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","5 DE MAYO","AVENIDA","BENITO JUÁREZ","AVENIDA","AQUILES SERDÁN","CALLE","16 DE SEPTIEMBRE",814,"D",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,95100,"30","VERACRUZ DE IGNACIO DE LA LLAVE","174","Tierra Blanca","0001","Tierra Blanca","027A","008",NA,NA,NA,"Fijo",18.4484177,-96.35862026,"JULIO 2010"
"6895",4303457,"AGROQUÍMICOS RIVERA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","3","CALLE","9","PRIVADA","NINGUNO","AVENIDA","5",0,"SN",NA,NA,NA,NA,"COLONIA","SAN PEDRO",NA,NA,NA,94910,"30","VERACRUZ DE IGNACIO DE LA LLAVE","053","Cuitláhuac","0001","Cuitláhuac","0113","009","2787320307",NA,NA,"Fijo",18.81240359,-96.71911058,"DICIEMBRE 2014"
"6896",4438920,"AGROQUÍMICOS RUÍZ",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","FRANCISCO RUIZ","CALLE","ADOLFO LÓPEZ MATEOS","CALLE","CONSTITUCIÓN","CALLE","NIÑOS HÉROES",0,"SN",NA,NA,NA,NA,NA,"LOS ALTOS",NA,NA,NA,91260,"30","VERACRUZ DE IGNACIO DE LA LLAVE","025","Ayahualulco","0003","Los Altos","002A","014",NA,NA,NA,"Fijo",19.44516703,-97.20111018,"JULIO 2010"
"6897",4400607,"AGROQUÍMICOS SAN FRANCISCO",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","BENITO JUÁREZ","CALLE","NINGUNO","CALLE","PINO SUÁREZ","PROLONGACIÓN","BENITO JUÁREZ",0,"SN",NA,NA,NA,NA,"AMPLIACIÓN","SAN JUAN",NA,NA,NA,96120,"30","VERACRUZ DE IGNACIO DE LA LLAVE","142","San Juan Evangelista","0001","San Juan Evangelista","0312","005",NA,NA,NA,"Fijo",17.8894925,-95.13768579,"JULIO 2010"
"6898",4258665,"AGROQUIMICOS SERVI AGRO","EMPRESA COMERCIALIZADORA DE PLAGUICIDAS AGRICOLAS",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","LIBRAMIENTO MARTÍNEZ DE LA TORRE-TLAPACOYAN","CALLE","SOLIDARIDAD","AVENIDA","TENOCH","CALLE","SANTA MARTHA",0,"SN",NA,NA,NA,NA,"COLONIA","SAN LORENZO",NA,NA,NA,93603,"30","VERACRUZ DE IGNACIO DE LA LLAVE","102","Martínez de la Torre","0001","Martínez de la Torre","0567","002",NA,"INMORARUIZ@GMAIL.COM",NA,"Fijo",20.07741048,-97.0533143,"DICIEMBRE 2014"
"6899",4354544,"AGROQUÍMICOS SERVIAGRO",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","CLAVIJERO","CALLE","PAVÓN","CALLE","CUAUHTÉMOC","CALLE","COLOMBIA",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,92800,"30","VERACRUZ DE IGNACIO DE LA LLAVE","189","Tuxpan","0001","Túxpam de Rodríguez Cano","0215","018","7838342632","LEOBARDOGD@HOTMAIL.COM",NA,"Fijo",20.95209999,-97.39871236,"JULIO 2010"
"6900",4233349,"AGROQUIMICOS VALENCIA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","NICARAGUA","CALLE","MIGUEL HIDALGO","CALLE","AVIACIÓN","CALLE","1 PONIENTE",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,93197,"30","VERACRUZ DE IGNACIO DE LA LLAVE","066","Espinal","0008","Entabladero","0126","011","017848528388",NA,NA,"Fijo",20.27602433,-97.55080184,"JULIO 2013"
"6901",4211598,"AGROQUIMICOS VARA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","3 DE DICIEMBRE","CALLE","5 DE FEBRERO","CALLE","PRIMERO DE MAYO","CALLE","BENJAMÍN HIDALGO",43,"D",NA,NA,NA,NA,"COLONIA","URSULO GALVAN",NA,NA,NA,95222,"30","VERACRUZ DE IGNACIO DE LA LLAVE","181","Tlalixcoyan","0071","Piedras Negras","0217","001",NA,NA,NA,"Fijo",18.76991982,-96.16991897,"JULIO 2010"
"6902",4458418,"AGROQUIMICOS Y ALIMENTOS BALANCEADOS SIN NOMBRE",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","PORFIRIO DÍAZ","CALLE","PLAZA DE LA PIRÁMIDE","CALLE","MIGUEL HIDALGO","CALLE","5 DE MAYO",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,92940,"30","VERACRUZ DE IGNACIO DE LA LLAVE","157","Castillo de Teayo","0001","Castillo de Teayo","0137","017",NA,NA,NA,"Fijo",20.74922569,-97.63423789,"JULIO 2010"
"6903",4267036,"AGROQUIMICOS Y FERRETERA DE ALTOTONGA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","ALLENDE NORTE","CALLE","JUÁREZ","CALLE","RAYÓN","CALLE","HIDALGO",19,"C",NA,NA,NA,NA,"COLONIA","CENTRO","EDIFICIO COMERCIAL Y DE SERVICIOS","AGROQUIMICOS Y FERRETERA DE ALTOTONGA","19-C",93700,"30","VERACRUZ DE IGNACIO DE LA LLAVE","010","Altotonga","0001","Altotonga","0116","023","2253151197",NA,NA,"Fijo",19.76535166,-97.24408276,"JULIO 2010"
"6904",4326348,"AGROQUIMICOS Y FERTILIZANTES AGROMAS",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","FRANCISCO I. MADERO","AVENIDA","RAUL SANDOVAL","AVENIDA","5 DE MAYO","CALLE","16 DE SEPTIEMBRE",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,95641,"30","VERACRUZ DE IGNACIO DE LA LLAVE","077","Isla","0001","Isla","0168","045","2838740873",NA,NA,"Fijo",18.02434481,-95.52963556,"DICIEMBRE 2014"
"6905",4258596,"AGROQUIMICOS Y FERTILIZANTES CAPIVER CITREX DE S PR DE RL",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","LIBRAMIENTO MARTÍNEZ DE LA TORRE-TLAPACOYAN","AVENIDA","RÍO COATZACOALCOS","CALLE","12 DE SEPTIEMBRE","CALLE","RÍO SORDO",NA,"SN",NA,NA,NA,NA,"COLONIA","SAN JOSÉ DE LA UNIÓN",NA,NA,NA,93603,"30","VERACRUZ DE IGNACIO DE LA LLAVE","102","Martínez de la Torre","0001","Martínez de la Torre","0887","013",NA,NA,NA,"Fijo",20.0752716,-97.06001431,"DICIEMBRE 2014"
"6906",4455730,"AGROQUIMICOS Y FERTILIZANTES EL IDOLO",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","EMILIO CARRANZA","CALLE","ENRÍQUEZ","CALLE","ÁLVARO OBREGÓN","CALLE","EMILIANO ZAPATA",0,"SN",NA,NA,NA,NA,"COLONIA","ZONA CENTRO",NA,NA,NA,92730,"30","VERACRUZ DE IGNACIO DE LA LLAVE","160","Álamo Temapache","0001","Álamo","0378","023","7658448643",NA,NA,"Fijo",20.91553567,-97.67651685,"JULIO 2010"
"6907",4418669,"AGROQUIMICOS Y FERTILIZANTES MARY",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALZADA","DE TLÁLOC",NA,"NINGUNO","PRIVADA","NINGUNO",NA,"NINGUNO",0,"SN",NA,NA,NA,NA,"BARRIO","CENTRO UNO",NA,NA,NA,94469,"30","VERACRUZ DE IGNACIO DE LA LLAVE","085","Ixtaczoquitlán","0035","Tuxpanguillo","0047","023",NA,NA,NA,"Fijo",18.78846638,-97.00968258,"JULIO 2010"
"6908",4227724,"AGROQUIMICOS Y FERTILIZANTES SAN LORENZO",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","NICARAGUA","CALLE","AVIACIÓN","CALLEJÓN","AVIACIÓN","CALLE","1 PONIENTE",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,93197,"30","VERACRUZ DE IGNACIO DE LA LLAVE","066","Espinal","0008","Entabladero","0126","010",NA,NA,NA,"Fijo",20.27638135,-97.55085628,"JULIO 2010"
"6909",4259088,"AGROQUIMICOS Y FERTILIZANTES SIN NOMBRE",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","MELCHOR OCAMPO","CALLE","NINGUNO","AVENIDA","PINO SUÁREZ","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","EMILIANO ZAPATA",NA,NA,NA,93633,"30","VERACRUZ DE IGNACIO DE LA LLAVE","102","Martínez de la Torre","0022","Felipe Carrillo Puerto","0641","019",NA,NA,NA,"Fijo",20.137665,-96.95512333,"DICIEMBRE 2014"
"6910",4431023,"AGROQUIMICOS Y MAQUINARIA AGROINDUSTRIAL DEL VALLE",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","5 DE MAYO","AVENIDA","ALEJANDRO VON HUMBOLDT NORTE","CALLE","DIAGONAL 5 DE MAYO","CALLE","5 DE MAYO",39,NA,NA,NA,NA,NA,"COLONIA","CENTRO HISTORICO",NA,NA,NA,91270,"30","VERACRUZ DE IGNACIO DE LA LLAVE","128","Perote","0001","Perote","0332","029","2828252565",NA,NA,"Fijo",19.56384853,-97.24321776,"JULIO 2010"
"6911",4392900,"AGROQUIMICOS Y MAQUINARIA AGROINDUSTRIAL DEL VALLE, S DE R.L. DE C.V.",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","VÍA DEL MODELO","AVENIDA","FERRER GUARDIA","CALLE","EMILIANO ZAPATA","AVENIDA","FERRER GUARDIA",1,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,91680,"30","VERACRUZ DE IGNACIO DE LA LLAVE","016","La Antigua","0001","José Cardel","011A","014","2969628475",NA,NA,"Fijo",19.37015987,-96.37483242,"JULIO 2010"
"6912",4438893,"AGROQUÍMICOS Y MAQUINARIA AGROINDUSTRIAL DEL VALLE, S DE R.L. DE C.V.",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","ÚRSULO GALVÁN","CALLE","EMILIANO ZAPATA","CALLE","CONSTITUCIÓN",NA,"NINGUNO",0,"SN",NA,NA,NA,NA,NA,"LOS ALTOS",NA,NA,NA,91260,"30","VERACRUZ DE IGNACIO DE LA LLAVE","025","Ayahualulco","0003","Los Altos","002A","030",NA,NA,NA,"Fijo",19.44686718,-97.20255962,"JULIO 2010"
"6913",4258404,"AGROQUIMICOS Y MAQUINARIA AGROINDUSTRIAL DEL VALLE, S. DE R.L. D",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","LIBRAMIENTO MARTÍNEZ DE LA TORRE-TLAPACOYAN","CALLE","16 DE SEPTIEMBRE","AVENIDA","CORREGIDORA","CALLE","JUAN DE LA BARRERA",23,NA,NA,NA,NA,NA,"COLONIA","MOCTEZUMA",NA,NA,NA,93600,"30","VERACRUZ DE IGNACIO DE LA LLAVE","102","Martínez de la Torre","0001","Martínez de la Torre","0232","065","2323175158","AGROVALLEMARTINEZ@HOTMAIL.COM",NA,"Fijo",20.0771161,-97.05466921,"DICIEMBRE 2014"
"6914",6461367,"AGROQUIMICOS Y MAQUINARIA AGROINDUSTRIAL DEL VALLE, S. DE R.L. DE C.V.",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","GUADALUPANA","CALLE","AGUSTÍN DE ITURBIDE","CALLE","IGNACIO ALLENDE",31,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,91480,"30","VERACRUZ DE IGNACIO DE LA LLAVE","004","Actopan","0001","Actopan","0231","002",NA,NA,NA,"Fijo",19.5062542,-96.61771209,"DICIEMBRE 2014"
"6915",4368571,"AGROQUIMICOS, FERTILIZANTES Y ALIMENTOS JUMALAN",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CARRETERA","PEROTE","AVENIDA","VISTA HERMOSA","CALLE","24 DE FEBRERO","CALLE","PRIEMRA DE MAYO",5,NA,NA,NA,NA,NA,"CUARTEL","SEGUNDO",NA,NA,NA,93660,"30","VERACRUZ DE IGNACIO DE LA LLAVE","086","Jalacingo","0001","Jalacingo","0129","006",NA,NA,NA,"Fijo",19.80202,-97.30176392,"DICIEMBRE 2014"
"6916",4304346,"AGROQUÍMICOS.",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","SÁNCHEZ LOYO","AVENIDA","FRANCISCO I MADERO","AVENIDA","NACIONAL","CALLE","HIDALGO",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,94970,"30","VERACRUZ DE IGNACIO DE LA LLAVE","125","Paso del Macho","0001","Paso del Macho","010A","014",NA,NA,NA,"Fijo",18.97200564,-96.72329627,"JULIO 2010"
"6917",4330260,"AGROQUÍMICOSCASANOVA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","CAMPECHE","CALLE","DEGOLLADO","CALLE","MARÍA BOETTIGER","CALLE","LERDO",48,NA,NA,NA,NA,"SN","BARRIO","LA CANDELARIA",NA,NA,NA,95830,"30","VERACRUZ DE IGNACIO DE LA LLAVE","032","Catemaco","0001","Catemaco","0096","030","0442941291624",NA,NA,"Fijo",18.42207604,-95.10890207,"DICIEMBRE 2014"
"6918",4382630,"AGRORIVER",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","VICENTE GUERRERO PONIENTE","CALLE","JOSÉ M. MORELOS SUR","CALLE","MIGUEL HIDALGO SUR","CALLE","MIGUEL ZURITA PONIENTE",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,94240,"30","VERACRUZ DE IGNACIO DE LA LLAVE","148","Soledad de Doblado","0001","Soledad de Doblado","0119","025",NA,NA,NA,"Fijo",19.04463177,-96.42387086,"JULIO 2010"
"6919",4325976,"AGROS ASESORÍA ESPECIALIZADA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","CIRCUNVALACIÓN NORTE","AVENIDA","VICENTE GUERRERO NORTE","CALLE","RICARDO FLORES MAGÓN","CALLE","RICARDO FLORES MAGÓN",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,95641,"30","VERACRUZ DE IGNACIO DE LA LLAVE","077","Isla","0001","Isla","0242","021",NA,NA,NA,"Fijo",18.0356495,-95.52498174,"DICIEMBRE 2014"
"6920",4329699,"AGROS DE LA CUENCA, S.A. DE C.V.","AGROS DE LA CUENCA, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","SOLANA","CALLE","MANUEL A. DE LA CABADA",NA,"NINGUNO",NA,"NINGUNO",0,"SN","MENDOZA","1",NA,"SN","COLONIA","CENTRO","CENTRO O PLAZA COMERCIAL","PLAZA COMERCIAL MENDOZA","5",95700,"30","VERACRUZ DE IGNACIO DE LA LLAVE","141","San Andrés Tuxtla","0001","San Andrés Tuxtla","018A","038","2949426582","AGROSDELACUENCA@HOTMAIL.COM","WWW.ADROSDELACUENCA.COM","Fijo",18.44948812,-95.21465118,"DICIEMBRE 2014"
"6921",6412158,"AGROSAN ACAYUCAN I","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","PORVENIR","CALLE","VICENTE GUERRERO","CALLE","MIGUEL HIDALGO","CALLE","AMADO NERVO",202,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,96000,"30","VERACRUZ DE IGNACIO DE LA LLAVE","003","Acayucan","0001","Acayucan","0323","039",NA,NA,NA,"Fijo",17.94996606,-94.91637055,"JULIO 2010"
"6922",6412212,"AGROSAN ACAYUCAN II","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","FRANCISCO JAVIER MINA","CALLE","PORFIRIO DÍAZ","CALLE","VICENTE GUERRERO",502,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,96000,"30","VERACRUZ DE IGNACIO DE LA LLAVE","003","Acayucan","0001","Acayucan","0323","029",NA,NA,NA,"Fijo",17.94895315,-94.90971834,"JULIO 2010"
"6923",6406748,"AGROSAN ÁLAMO","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","INDEPENDENCIA","AVENIDA","BUCARELLI","CALLE","16 DE SEPTIEMBRE","CALLE","EMILIO CARRANZA",110,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,92730,"30","VERACRUZ DE IGNACIO DE LA LLAVE","160","Álamo Temapache","0001","Álamo","0397","027",NA,NA,NA,"Fijo",20.91398809,-97.67526215,"JULIO 2010"
"6924",6406918,"AGROSAN ALMACEN CENTRAL","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","6 a 10 personas","CARRETERA","NACIONAL",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"COLONIA","EL PIREO",NA,NA,NA,93620,"30","VERACRUZ DE IGNACIO DE LA LLAVE","211","San Rafael","0001","San Rafael","003A","015",NA,NA,NA,"Fijo",20.18477837,-96.87814056,"JULIO 2010"
"6925",6412396,"AGROSAN BODEGA ACAYUCAN","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","GUILLERMO PRIETO","CALLE","BENITO FENTANES","CALLE","IGNACIO ZARAGOZA","PROLONGACIÓN","ATENÓGENES PÉREZ Y SOTO",NA,"SN",NA,NA,NA,NA,"BARRIO","NUEVO",NA,NA,NA,96070,"30","VERACRUZ DE IGNACIO DE LA LLAVE","003","Acayucan","0001","Acayucan","015A","003",NA,NA,NA,"Fijo",17.93490362,-94.91965606,"DICIEMBRE 2014"
"6926",6406932,"AGROSAN CORDOBA","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","6 a 10 personas","CARRETERA","FEDERAL LIBRE CORDOBA- AMATLAN","CARRETERA","FEDERAL DE CUOTA PUEBLA- VERACRUZ",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"COLONIA","CENTRAL DE ABASTOS",NA,NA,"11",94950,"30","VERACRUZ DE IGNACIO DE LA LLAVE","014","Amatlán de los Reyes","0091","Amatlán de los Reyes","0045","800",NA,NA,NA,"Fijo",18.85702961,-96.91228921,"JULIO 2013"
"6927",6412297,"AGROSAN COSAMALOAPAN","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","JOSÉ AZUETA","AVENIDA","AQUILES SERDÁN","CALLE","MONTALVO","CALLE","BENITO JUÁREZ",204,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,95400,"30","VERACRUZ DE IGNACIO DE LA LLAVE","045","Cosamaloapan de Carpio","0001","Cosamaloapan","0535","013",NA,NA,NA,"Fijo",18.36535374,-95.79237477,"JULIO 2010"
"6928",6406746,"AGROSAN GUTIÉRREZ ZAMORA","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","BENITO JUÁREZ","CALLE","HERNÁNDEZ Y HERNÁNDEZ","CALLE","JOSÉ MARÍA MORELOS","CALLE","MANUEL GUTIÉRREZ ZAMORA",7,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,93550,"30","VERACRUZ DE IGNACIO DE LA LLAVE","069","Gutiérrez Zamora","0001","Gutiérrez Zamora","0058","005",NA,NA,NA,"Fijo",20.44975595,-97.0849506,"JULIO 2010"
"6929",6412213,"AGROSAN ISLA","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","RAÚL SANDOVAL NORTE","AVENIDA","NEZAHUALCÓYOTL","CALLE","CUAUHTÉMOC PONIENTE","CALLE","5 DE MAYO NORTE",59,"B",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,95640,"30","VERACRUZ DE IGNACIO DE LA LLAVE","077","Isla","0001","Isla","0149","008",NA,NA,NA,"Fijo",18.03034406,-95.52967009,"JULIO 2010"
"6930",6406796,"AGROSAN MARTÍNEZ DE LA TORRE","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","IGNACIO DE LA LLAVE","AVENIDA","GENERAL IGNACIO ZARAGOZA","CALLE","JOSE MARIA MORELOS",512,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,93600,"30","VERACRUZ DE IGNACIO DE LA LLAVE","102","Martínez de la Torre","0001","Martínez de la Torre","0158","018",NA,NA,NA,"Fijo",20.06379475,-97.05635731,"JULIO 2010"
"6931",6410507,"AGROSAN MATRIZ","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","11 a 30 personas","CALLE","PICO DE ORIZABA","CALLE","PASEO DE LAS ARAUCARIAS","CALLE","SOLEDAD","AVENIDA","PASEO DE LOS FRESNOS",68,NA,NA,NA,NA,NA,"COLONIA","SIPEH ÁNIMAS",NA,NA,NA,91190,"30","VERACRUZ DE IGNACIO DE LA LLAVE","087","Xalapa","0001","Xalapa-Enríquez","0380","001",NA,NA,NA,"Fijo",19.52520991,-96.89525446,"JULIO 2010"
"6932",6412299,"AGROSAN MINATITLÁN","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","FRANCISCO I. MADERO","CALLE","JUAN ESCUTIA","CALLE","IGNACIO ALDAMA","CALLE","VENUSTIANO CARRANZA",42,NA,NA,NA,NA,NA,"COLONIA","PLAYON SUR",NA,NA,NA,96757,"30","VERACRUZ DE IGNACIO DE LA LLAVE","108","Minatitlán","0001","Minatitlán","0537","024",NA,NA,NA,"Fijo",17.97911577,-94.54535286,"JULIO 2010"
"6933",6407300,"AGROSAN NARANJOS","PLAGUICIDAS Y FERTILIZANTES NACIONALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","BENITO JUÁREZ","CALLE","JUVENTINO ROSAS","CALLE","BOCA NEGRA","CALLE","GUILLERMO PRIETO",31,NA,NA,NA,NA,NA,"COLONIA","PROGRESO",NA,NA,NA,92340,"30","VERACRUZ DE IGNACIO DE LA LLAVE","013","Naranjos Amatlán","0001","Naranjos","0071","001",NA,NA,NA,"Fijo",21.35100819,-97.68565248,"MARZO 2011"
